EAN,NOMBRE,COSTE,UNIDADES (stock_actual),PVP,SKU,Categoría,TIPO,TIPO_IVA,Proveedor
4983164193916,OP Wanokuni Page One WCF,"8,55",1,20,,Figuras de acción,Figura Colección,21,Azeta
4549660627722,Jujutsu Adverge Motion,"2,3",1,7,,Figuras de acción,Figura Colección,21,Azeta
4063847122577,Mufasa Bullyland,"5,25",1,10,,Figuras de acción,Figura PVC,21,Azeta
4983164898361,DB A16 Banpreso,"14,42",1,30,,Figuras de acción,Figura Colección,21,TCG Factory
4983164897302,OP Luffy Battle Record Bandai,"16,49",1,35,,Figuras de acción,Figura Colección,21,TCG Factory
4983164899382,Haikyu Tsukishima Banpreso,"13,44",1,30,,Figuras de acción,Figura Colección,21,TCG Factory
6973817322990,Maqueta Kame House,"45,83",1,"74,9",,Figuras de acción,Maqueta,21,Azeta
6973817322983,Maqueta Tenkaichi Budokai,"42,78",1,"72,9",,Figuras de acción,Maqueta,21,Azeta
4573102699046,Maqueta One Piece Going Merry,"20,53",1,"32,9",,Figuras de acción,Maqueta,21,Azeta
8412906996813,Peppa Pig Mama,"3,75",1,6,,Figuras de acción,Figura PVC,21,Azeta
8412906960258,Capitán America Pedestal,"3,75",1,6,,Figuras de acción,Figura PVC,21,Azeta
