EAN,NOMBRE,COSTE,UNIDADES (stock_actual),PVP,SKU,Categoría,TIPO,TIPO_IVA,Proveedor
9788467928181,Cardcaptor Sakura 2,"7,37",1,"10,95",,Libros de cómics,MANGA,4,ASTURLIBROS
9788467939958,Cardcaptor Sakura 3,"6,7",1,"9,95",,Libros de cómics,MANGA,4,ASTURLIBROS
9788467939965,Cardcaptor Sakura 4,"6,7",0,"9,95",,Libros de cómics,MANGA,4,ASTURLIBROS
9788467939972,Cardcaptor Sakura 5,"6,7",1,"9,95",,Libros de cómics,MANGA,4,ASTURLIBROS
9788467939989,Cardcaptor Sakura 6,"6,7",1,"9,95",,Libros de cómics,MANGA,4,ASTURLIBROS
9788467939996,Cardcaptor Sakura 7,"6,7",1,"9,95",,Libros de cómics,MANGA,4,ASTURLIBROS
9788467940008,Cardcaptor Sakura 8,"6,7",1,"9,95",,Libros de cómics,MANGA,4,ASTURLIBROS
9788467940015,Cardcaptor Sakura 9,"6,7",1,"9,95",,Libros de cómics,MANGA,4,ASTURLIBROS
9788467941159,Chainsaw Man 1,"6,06",0,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467947991,Chainsaw Man 10,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467948004,Chainsaw Man 11,"6,06",0,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467959741,Chainsaw Man 12,"6,06",0,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467961560,Chainsaw Man 13,"6,05",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467963618,Chainsaw Man 14,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467965346,Chainsaw Man 15,"6,08",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467969696,Chainsaw Man 16,"6,06",0,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467971767,Chainsaw Man 17,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467971781,Chainsaw Man 18,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467976175,Chainsaw Man 19,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467942620,Chainsaw Man 2,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467976199,Chainsaw Man 20,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467982114,Chainsaw Man 21,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467982138,Chainsaw Man 22,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467943511,Chainsaw Man 3,"6,06",0,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467944174,Chainsaw Man 4,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467945096,Chainsaw Man 5,"6,06",0,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467946451,Chainsaw Man 6,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467946468,Chainsaw Man 7,"6,06",0,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467946475,Chainsaw Man 8,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467947984,Chainsaw Man 9,"6,05",0,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9791387831424,Chica Quemada 1,"6,39",1,"9,5",,Libros de cómics,MANGA,4,AZETA
9791387831622,Chica Quemada 2,"6,39",1,"9,5",,Libros de cómics,MANGA,4,AZETA
9791387831875,Chica Quemada 3,"6,39",1,"9,5",,Libros de cómics,MANGA,4,AZETA
9791388055089,Chica Quemada 4,"6,39",1,"9,5",,Libros de cómics,MANGA,4,AZETA
9788467958089,Choujin X 1,"6,06",2,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467975864,Choujin X 10,"6,37",1,10,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467981582,Choujin X 11,"6,37",1,10,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467958096,Choujin X 2,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467960532,Choujin X 3,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467960549,Choujin X 4,"5,62",0,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467960556,Choujin X 5,"6,05",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467965360,Choujin X 6,"6,05",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467969481,Choujin X 7,"6,05",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467969498,Choujin X 8,"6,06",0,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467975178,Choujin X 9,"6,73",1,10,,Libros de cómics,MANGA,4,ASTURLIBROS
9791388055331,Color Collection,"6,39",1,"9,5",,Libros de cómics,MANGA,4,AZETA
9788418309533,Confines Sueños,"16,16",1,24,,Libros de cómics,MANGA,4,UDL
9791399140583,Cuando Florece Deseo 1,"5,38",1,8,,Libros de cómics,MANGA,4,AZETA
9788467951585,Dan Da Dan 1,"6,06",3,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467965155,Dan Da Dan 10,"6,05",0,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467965162,Dan Da Dan 11,"6,06",2,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467971279,Dan Da Dan 12,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467971286,Dan Da Dan 13,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467973440,Dan Da Dan 14,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
9788467973457,Dan Da Dan 15,"6,06",1,9,,Libros de cómics,MANGA,4,ASTURLIBROS
